callset_id	callset_legacy_id	series_accession__id	_progenetix_experiment_id	_legacy_id
pgxcs-kftwz2vu	pgxcs::E-MTAB-38::AE-MTAB_38-COLO320HSR___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-COLO320HSR___Sty-Sty	COLO320HSR___Sty
pgxcs-kftwz2wt	pgxcs::E-MTAB-38::AE-MTAB_38-HCT15___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCT15___Nsp-Nsp	HCT15___Nsp
pgxcs-kftwz2xs	pgxcs::E-MTAB-38::AE-MTAB_38-HCT15___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCT15___Sty-Sty	HCT15___Sty
pgxcs-kftwz2yr	pgxcs::E-MTAB-38::AE-MTAB_38-HCT8___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCT8___Nsp-Nsp	HCT8___Nsp
pgxcs-kftwz2zp	pgxcs::E-MTAB-38::AE-MTAB_38-HCT8___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCT8___Sty-Sty	HCT8___Sty
pgxcs-kftwz30o	pgxcs::E-MTAB-38::AE-MTAB_38-LS174T___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-LS174T___Nsp-Nsp	LS174T___Nsp
pgxcs-kftwz31n	pgxcs::E-MTAB-38::AE-MTAB_38-LS174T___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-LS174T___Sty-Sty	LS174T___Sty
pgxcs-kftwz32m	pgxcs::E-MTAB-38::AE-MTAB_38-SW1116___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW1116___Nsp-Nsp	SW1116___Nsp
pgxcs-kftwz33l	pgxcs::E-MTAB-38::AE-MTAB_38-SW1116___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW1116___Sty-Sty	SW1116___Sty
pgxcs-kftwz34l	pgxcs::E-MTAB-38::AE-MTAB_38-SW1417___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW1417___Nsp-Nsp	SW1417___Nsp
pgxcs-kftwz35k	pgxcs::E-MTAB-38::AE-MTAB_38-SW1417___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW1417___Sty-Sty	SW1417___Sty
pgxcs-kftwz36j	pgxcs::E-MTAB-38::AE-MTAB_38-SW403___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW403___Nsp-Nsp	SW403___Nsp
pgxcs-kftwz37i	pgxcs::E-MTAB-38::AE-MTAB_38-SW403___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW403___Sty-Sty	SW403___Sty
pgxcs-kftwz3aj	pgxcs::E-MTAB-38::AE-MTAB_38-SW48___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW48___Nsp-Nsp	SW48___Nsp
pgxcs-kftwz3bj	pgxcs::E-MTAB-38::AE-MTAB_38-SW48___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW48___Sty-Sty	SW48___Sty
pgxcs-kftwz3ci	pgxcs::E-MTAB-38::AE-MTAB_38-SW480___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW480___Nsp-Nsp	SW480___Nsp
pgxcs-kftwz3dh	pgxcs::E-MTAB-38::AE-MTAB_38-SW480___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW480___Sty-Sty	SW480___Sty
pgxcs-kftwz3eg	pgxcs::E-MTAB-38::AE-MTAB_38-SW620___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW620___Nsp-Nsp	SW620___Nsp
pgxcs-kftwz3ff	pgxcs::E-MTAB-38::AE-MTAB_38-SW620___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW620___Sty-Sty	SW620___Sty
pgxcs-kftwz3gd	pgxcs::E-MTAB-38::AE-MTAB_38-SW948___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW948___Nsp-Nsp	SW948___Nsp
pgxcs-kftwz3hd	pgxcs::E-MTAB-38::AE-MTAB_38-SW948___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW948___Sty-Sty	SW948___Sty
pgxcs-kftwz3ic	pgxcs::E-MTAB-38::AE-MTAB_38-T84___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-T84___Nsp-Nsp	T84___Nsp
pgxcs-kftwz3jb	pgxcs::E-MTAB-38::AE-MTAB_38-T84___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-T84___Sty-Sty	T84___Sty
pgxcs-kftwz3ka	pgxcs::E-MTAB-38::AE-MTAB_38-WIDR___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-WIDR___Nsp-Nsp	WIDR___Nsp
pgxcs-kftwz3l9	pgxcs::E-MTAB-38::AE-MTAB_38-WIDR___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-WIDR___Sty-Sty	WIDR___Sty
pgxcs-kftwz3m8	pgxcs::E-MTAB-38::AE-MTAB_38-RKOE6___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-RKOE6___Nsp-Nsp	RKOE6___Nsp
pgxcs-kftwz3n7	pgxcs::E-MTAB-38::AE-MTAB_38-RKOE6___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-RKOE6___Sty-Sty	RKOE6___Sty
pgxcs-kftwz3o5	pgxcs::E-MTAB-38::AE-MTAB_38-COLO829___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-COLO829___Nsp-Nsp	COLO829___Nsp
pgxcs-kftwz3p5	pgxcs::E-MTAB-38::AE-MTAB_38-COLO829___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-COLO829___Sty-Sty	COLO829___Sty
pgxcs-kftwz3q4	pgxcs::E-MTAB-38::AE-MTAB_38-SKMEL3___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SKMEL3___Nsp-Nsp	SKMEL3___Nsp
pgxcs-kftwz3r4	pgxcs::E-MTAB-38::AE-MTAB_38-SKMEL3___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SKMEL3___Sty-Sty	SKMEL3___Sty
pgxcs-kftwz3s3	pgxcs::E-MTAB-38::AE-MTAB_38-SKNDZ___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SKNDZ___Nsp-Nsp	SKNDZ___Nsp
pgxcs-kftwz3t2	pgxcs::E-MTAB-38::AE-MTAB_38-SKNDZ___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SKNDZ___Sty-Sty	SKNDZ___Sty
pgxcs-kftwz3u2	pgxcs::E-MTAB-38::AE-MTAB_38-HL60___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HL60___Sty-Sty	HL60___Sty
pgxcs-kftwz3v1	pgxcs::E-MTAB-38::AE-MTAB_38-HL60MX1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HL60MX1___Nsp-Nsp	HL60MX1___Nsp
pgxcs-kftwz3w0	pgxcs::E-MTAB-38::AE-MTAB_38-HL60MX1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HL60MX1___Sty-Sty	HL60MX1___Sty
pgxcs-kftwz3x0	pgxcs::E-MTAB-38::AE-MTAB_38-HMCB___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HMCB___Nsp-Nsp	HMCB___Nsp
pgxcs-kftwz3xz	pgxcs::E-MTAB-38::AE-MTAB_38-HMCB___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HMCB___Sty-Sty	HMCB___Sty
pgxcs-kftwz3yy	pgxcs::E-MTAB-38::AE-MTAB_38-HPAFII___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HPAFII___Nsp-Nsp	HPAFII___Nsp
pgxcs-kftwz3zx	pgxcs::E-MTAB-38::AE-MTAB_38-HPAFII___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HPAFII___Sty-Sty	HPAFII___Sty
pgxcs-kftwz40x	pgxcs::E-MTAB-38::AE-MTAB_38-HSSultan___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HSSultan___Nsp-Nsp	HSSultan___Nsp
pgxcs-kftwz41w	pgxcs::E-MTAB-38::AE-MTAB_38-HSSultan___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HSSultan___Sty-Sty	HSSultan___Sty
pgxcs-kftwz42u	pgxcs::E-MTAB-38::AE-MTAB_38-HT___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HT___Nsp-Nsp	HT___Nsp
pgxcs-kftwz43u	pgxcs::E-MTAB-38::AE-MTAB_38-HT___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HT___Sty-Sty	HT___Sty
pgxcs-kftwz44t	pgxcs::E-MTAB-38::AE-MTAB_38-HT1197___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HT1197___Nsp-Nsp	HT1197___Nsp
pgxcs-kftwz45s	pgxcs::E-MTAB-38::AE-MTAB_38-HT1197___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HT1197___Sty-Sty	HT1197___Sty
pgxcs-kftwz46s	pgxcs::E-MTAB-38::AE-MTAB_38-HuT78___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HuT78___Nsp-Nsp	HuT78___Nsp
pgxcs-kftwz47r	pgxcs::E-MTAB-38::AE-MTAB_38-HuT78___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HuT78___Sty-Sty	HuT78___Sty
pgxcs-kftwz48q	pgxcs::E-MTAB-38::AE-MTAB_38-Jiyoye___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Jiyoye___Nsp-Nsp	Jiyoye___Nsp
pgxcs-kftwz49p	pgxcs::E-MTAB-38::AE-MTAB_38-Jiyoye___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Jiyoye___Sty-Sty	Jiyoye___Sty
pgxcs-kftwz4an	pgxcs::E-MTAB-38::AE-MTAB_38-EFM19___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-EFM19___Nsp-Nsp	EFM19___Nsp
pgxcs-kftwz4bn	pgxcs::E-MTAB-38::AE-MTAB_38-EFM19___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-EFM19___Sty-Sty	EFM19___Sty
pgxcs-kftwz4cn	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1008___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1008___Nsp-Nsp	HCC1008___Nsp
pgxcs-kftwz4dm	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1008___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1008___Sty-Sty	HCC1008___Sty
pgxcs-kftwz4em	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1143___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1143___Nsp-Nsp	HCC1143___Nsp
pgxcs-kftwz4fl	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1143___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1143___Sty-Sty	HCC1143___Sty
pgxcs-kftwz4gk	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1395___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1395___Nsp-Nsp	HCC1395___Nsp
pgxcs-kftwz4jh	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1395___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1395___Sty-Sty	HCC1395___Sty
pgxcs-kftwz4kj	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1599___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1599___Nsp-Nsp	HCC1599___Nsp
pgxcs-kftwz4lj	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1599___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1599___Sty-Sty	HCC1599___Sty
pgxcs-kftwz4mj	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1937___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1937___Nsp-Nsp	HCC1937___Nsp
pgxcs-kftwz4ni	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1937___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1937___Sty-Sty	HCC1937___Sty
pgxcs-kftwz4oh	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1954___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1954___Nsp-Nsp	HCC1954___Nsp
pgxcs-kftwz4ph	pgxcs::E-MTAB-38::AE-MTAB_38-HCC1954___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC1954___Sty-Sty	HCC1954___Sty
pgxcs-kftwz4qg	pgxcs::E-MTAB-38::AE-MTAB_38-HCC2157___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC2157___Nsp-Nsp	HCC2157___Nsp
pgxcs-kftwz4rg	pgxcs::E-MTAB-38::AE-MTAB_38-HCC2157___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC2157___Sty-Sty	HCC2157___Sty
pgxcs-kftwz4sf	pgxcs::E-MTAB-38::AE-MTAB_38-HCC2218___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC2218___Nsp-Nsp	HCC2218___Nsp
pgxcs-kftwz4te	pgxcs::E-MTAB-38::AE-MTAB_38-HCC2218___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC2218___Sty-Sty	HCC2218___Sty
pgxcs-kftwz4ue	pgxcs::E-MTAB-38::AE-MTAB_38-HCC38___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC38___Nsp-Nsp	HCC38___Nsp
pgxcs-kftwz4vd	pgxcs::E-MTAB-38::AE-MTAB_38-HCC38___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC38___Sty-Sty	HCC38___Sty
pgxcs-kftwz4wd	pgxcs::E-MTAB-38::AE-MTAB_38-HCC70___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC70___Nsp-Nsp	HCC70___Nsp
pgxcs-kftwz4xd	pgxcs::E-MTAB-38::AE-MTAB_38-HCC70___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HCC70___Sty-Sty	HCC70___Sty
pgxcs-kftwz4yd	pgxcs::E-MTAB-38::AE-MTAB_38-C4I___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-C4I___Nsp-Nsp	C4I___Nsp
pgxcs-kftwz4zc	pgxcs::E-MTAB-38::AE-MTAB_38-C4I___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-C4I___Sty-Sty	C4I___Sty
pgxcs-kftwz50b	pgxcs::E-MTAB-38::AE-MTAB_38-C4II___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-C4II___Nsp-Nsp	C4II___Nsp
pgxcs-kftwz51b	pgxcs::E-MTAB-38::AE-MTAB_38-C4II___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-C4II___Sty-Sty	C4II___Sty
pgxcs-kftwz52a	pgxcs::E-MTAB-38::AE-MTAB_38-CA46___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CA46___Nsp-Nsp	CA46___Nsp
pgxcs-kftwz539	pgxcs::E-MTAB-38::AE-MTAB_38-CA46___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CA46___Sty-Sty	CA46___Sty
pgxcs-kftwz548	pgxcs::E-MTAB-38::AE-MTAB_38-CaOv3___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CaOv3___Nsp-Nsp	CaOv3___Nsp
pgxcs-kftwz558	pgxcs::E-MTAB-38::AE-MTAB_38-CaOv3___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CaOv3___Sty-Sty	CaOv3___Sty
pgxcs-kftwz568	pgxcs::E-MTAB-38::AE-MTAB_38-Caov4___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Caov4___Nsp-Nsp	Caov4___Nsp
pgxcs-kftwz577	pgxcs::E-MTAB-38::AE-MTAB_38-Caov4___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Caov4___Sty-Sty	Caov4___Sty
pgxcs-kftwz586	pgxcs::E-MTAB-38::AE-MTAB_38-Capan1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Capan1___Nsp-Nsp	Capan1___Nsp
pgxcs-kftwz596	pgxcs::E-MTAB-38::AE-MTAB_38-Capan1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Capan1___Sty-Sty	Capan1___Sty
pgxcs-kftwz5a5	pgxcs::E-MTAB-38::AE-MTAB_38-Capan2___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Capan2___Nsp-Nsp	Capan2___Nsp
pgxcs-kftwz5b4	pgxcs::E-MTAB-38::AE-MTAB_38-Capan2___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Capan2___Sty-Sty	Capan2___Sty
pgxcs-kftwz5c4	pgxcs::E-MTAB-38::AE-MTAB_38-CCRFCEM___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CCRFCEM___Nsp-Nsp	CCRFCEM___Nsp
pgxcs-kftwz5d4	pgxcs::E-MTAB-38::AE-MTAB_38-CCRFCEM___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CCRFCEM___Sty-Sty	CCRFCEM___Sty
pgxcs-kftwz5e3	pgxcs::E-MTAB-38::AE-MTAB_38-CCRFSB___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CCRFSB___Nsp-Nsp	CCRFSB___Nsp
pgxcs-kftwz5f2	pgxcs::E-MTAB-38::AE-MTAB_38-CCRFSB___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CCRFSB___Sty-Sty	CCRFSB___Sty
pgxcs-kftwz5g1	pgxcs::E-MTAB-38::AE-MTAB_38-EB3___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-EB3___Nsp-Nsp	EB3___Nsp
pgxcs-kftwz5gz	pgxcs::E-MTAB-38::AE-MTAB_38-EB3___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-EB3___Sty-Sty	EB3___Sty
pgxcs-kftwz5hz	pgxcs::E-MTAB-38::AE-MTAB_38-SKNEP1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SKNEP1___Nsp-Nsp	SKNEP1___Nsp
pgxcs-kftwz5iz	pgxcs::E-MTAB-38::AE-MTAB_38-SKNEP1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SKNEP1___Sty-Sty	SKNEP1___Sty
pgxcs-kftwz5jy	pgxcs::E-MTAB-38::AE-MTAB_38-SKNFI___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SKNFI___Nsp-Nsp	SKNFI___Nsp
pgxcs-kftwz5kx	pgxcs::E-MTAB-38::AE-MTAB_38-SKNFI___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SKNFI___Sty-Sty	SKNFI___Sty
pgxcs-kftwz5lx	pgxcs::E-MTAB-38::AE-MTAB_38-AN3CA___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-AN3CA___Nsp-Nsp	AN3CA___Nsp
pgxcs-kftwz5mw	pgxcs::E-MTAB-38::AE-MTAB_38-AN3CA___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-AN3CA___Sty-Sty	AN3CA___Sty
pgxcs-kftwz5nv	pgxcs::E-MTAB-38::AE-MTAB_38-HEC1A___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HEC1A___Nsp-Nsp	HEC1A___Nsp
pgxcs-kftwz5ou	pgxcs::E-MTAB-38::AE-MTAB_38-HEC1A___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HEC1A___Sty-Sty	HEC1A___Sty
pgxcs-kftwz5rz	pgxcs::E-MTAB-38::AE-MTAB_38-HEC1B___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HEC1B___Nsp-Nsp	HEC1B___Nsp
pgxcs-kftwz5t0	pgxcs::E-MTAB-38::AE-MTAB_38-HEC1B___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HEC1B___Sty-Sty	HEC1B___Sty
pgxcs-kftwz5u0	pgxcs::E-MTAB-38::AE-MTAB_38-KLE___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-KLE___Nsp-Nsp	KLE___Nsp
pgxcs-kftwz5uz	pgxcs::E-MTAB-38::AE-MTAB_38-KLE___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-KLE___Sty-Sty	KLE___Sty
pgxcs-kftwz5vz	pgxcs::E-MTAB-38::AE-MTAB_38-RL952___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-RL952___Nsp-Nsp	RL952___Nsp
pgxcs-kftwz5wy	pgxcs::E-MTAB-38::AE-MTAB_38-RL952___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-RL952___Sty-Sty	RL952___Sty
pgxcs-kftwz5ye	pgxcs::E-MTAB-38::AE-MTAB_38-HEL9217___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HEL9217___Sty-Sty	HEL9217___Sty
pgxcs-kftwz5zd	pgxcs::E-MTAB-38::AE-MTAB_38-HL60___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HL60___Nsp-Nsp	HL60___Nsp
pgxcs-kftwz60c	pgxcs::E-MTAB-38::AE-MTAB_38-NC37___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NC37___Nsp-Nsp	NC37___Nsp
pgxcs-kftwz61c	pgxcs::E-MTAB-38::AE-MTAB_38-NC37___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NC37___Sty-Sty	NC37___Sty
pgxcs-kftwz61t	pgxcs::E-MTAB-38::AE-MTAB_38-OE19___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-OE19___Nsp-Nsp	OE19___Nsp
pgxcs-kftwz63a	pgxcs::E-MTAB-38::AE-MTAB_38-OE19___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-OE19___Sty-Sty	OE19___Sty
pgxcs-kftwz649	pgxcs::E-MTAB-38::AE-MTAB_38-KYSE30___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-KYSE30___Nsp-Nsp	KYSE30___Nsp
pgxcs-kftwz659	pgxcs::E-MTAB-38::AE-MTAB_38-KYSE30___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-KYSE30___Sty-Sty	KYSE30___Sty
pgxcs-kftwz669	pgxcs::E-MTAB-38::AE-MTAB_38-OE21___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-OE21___Nsp-Nsp	OE21___Nsp
pgxcs-kftwz678	pgxcs::E-MTAB-38::AE-MTAB_38-OE21___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-OE21___Sty-Sty	OE21___Sty
pgxcs-kftwz687	pgxcs::E-MTAB-38::AE-MTAB_38-TT___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-TT___Nsp-Nsp	TT___Nsp
pgxcs-kftwz696	pgxcs::E-MTAB-38::AE-MTAB_38-TT___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-TT___Sty-Sty	TT___Sty
pgxcs-kftwz6a5	pgxcs::E-MTAB-38::AE-MTAB_38-MIAPaCa___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-MIAPaCa___Sty-Sty	MIAPaCa___Sty
pgxcs-kftwz6b5	pgxcs::E-MTAB-38::AE-MTAB_38-ML2___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-ML2___Nsp-Nsp	ML2___Nsp
pgxcs-kftwz6c4	pgxcs::E-MTAB-38::AE-MTAB_38-ML2___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-ML2___Sty-Sty	ML2___Sty
pgxcs-kftwz6d3	pgxcs::E-MTAB-38::AE-MTAB_38-MOLT16___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-MOLT16___Nsp-Nsp	MOLT16___Nsp
pgxcs-kftwz6e2	pgxcs::E-MTAB-38::AE-MTAB_38-MOLT16___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-MOLT16___Sty-Sty	MOLT16___Sty
pgxcs-kftwz6f1	pgxcs::E-MTAB-38::AE-MTAB_38-HT1080___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HT1080___Nsp-Nsp	HT1080___Nsp
pgxcs-kftwz6g1	pgxcs::E-MTAB-38::AE-MTAB_38-HT1080___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HT1080___Sty-Sty	HT1080___Sty
pgxcs-kftwz6h0	pgxcs::E-MTAB-38::AE-MTAB_38-SW684___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW684___Nsp-Nsp	SW684___Nsp
pgxcs-kftwz6hy	pgxcs::E-MTAB-38::AE-MTAB_38-SW684___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW684___Sty-Sty	SW684___Sty
pgxcs-kftwz6iy	pgxcs::E-MTAB-38::AE-MTAB_38-AGS___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-AGS___Nsp-Nsp	AGS___Nsp
pgxcs-kftwz6jx	pgxcs::E-MTAB-38::AE-MTAB_38-AGS___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-AGS___Sty-Sty	AGS___Sty
pgxcs-kftwz6kw	pgxcs::E-MTAB-38::AE-MTAB_38-SNU1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SNU1___Nsp-Nsp	SNU1___Nsp
pgxcs-kftwz6lv	pgxcs::E-MTAB-38::AE-MTAB_38-SNU1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SNU1___Sty-Sty	SNU1___Sty
pgxcs-kftwz6mv	pgxcs::E-MTAB-38::AE-MTAB_38-SNU16___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SNU16___Nsp-Nsp	SNU16___Nsp
pgxcs-kftwz6nu	pgxcs::E-MTAB-38::AE-MTAB_38-SNU16___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SNU16___Sty-Sty	SNU16___Sty
pgxcs-kftwz6ot	pgxcs::E-MTAB-38::AE-MTAB_38-SNU5___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SNU5___Nsp-Nsp	SNU5___Nsp
pgxcs-kftwz6pb	pgxcs::E-MTAB-38::AE-MTAB_38-SNU5___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SNU5___Sty-Sty	SNU5___Sty
pgxcs-kftwz6qa	pgxcs::E-MTAB-38::AE-MTAB_38-BeWo___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-BeWo___Nsp-Nsp	BeWo___Nsp
