callset_id	callset_legacy_id	series_accession__id	_progenetix_experiment_id	_legacy_id
pgxcs-kftwyaev	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_038_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_038_diagnosis-SNP6	LAM_038_diagnosis
pgxcs-kftwyaft	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_039_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_039_diagnosis-SNP6	LAM_039_diagnosis
pgxcs-kftwyags	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_040_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_040_diagnosis-SNP6	LAM_040_diagnosis
pgxcs-kftwyahq	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_041_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_041_diagnosis-SNP6	LAM_041_diagnosis
pgxcs-kftwyaiq	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_042_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_042_diagnosis-SNP6	LAM_042_diagnosis
pgxcs-kftwyajo	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_043_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_043_diagnosis-SNP6	LAM_043_diagnosis
pgxcs-kftwyakm	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_044_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_044_diagnosis-SNP6	LAM_044_diagnosis
pgxcs-kftwyalm	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_045_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_045_diagnosis-SNP6	LAM_045_diagnosis
pgxcs-kftwyamk	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_046_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_046_diagnosis-SNP6	LAM_046_diagnosis
pgxcs-kftwyanj	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_047_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_047_diagnosis-SNP6	LAM_047_diagnosis
pgxcs-kftwyaoh	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_048_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_048_diagnosis-SNP6	LAM_048_diagnosis
pgxcs-kftwyapf	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_049_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_049_diagnosis-SNP6	LAM_049_diagnosis
pgxcs-kftwyaqd	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_050_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_050_diagnosis-SNP6	LAM_050_diagnosis
pgxcs-kftwyarc	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_051_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_051_diagnosis-SNP6	LAM_051_diagnosis
pgxcs-kftwyasb	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_052_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_052_diagnosis-SNP6	LAM_052_diagnosis
pgxcs-kftwyata	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_053_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_053_diagnosis-SNP6	LAM_053_diagnosis
pgxcs-kftwyau8	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_054_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_054_diagnosis-SNP6	LAM_054_diagnosis
pgxcs-kftwyav6	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_055_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_055_diagnosis-SNP6	LAM_055_diagnosis
pgxcs-kftwyaw5	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_056_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_056_diagnosis-SNP6	LAM_056_diagnosis
pgxcs-kftwyax4	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_057_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_057_diagnosis-SNP6	LAM_057_diagnosis
pgxcs-kftwyay2	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_058_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_058_diagnosis-SNP6	LAM_058_diagnosis
pgxcs-kftwyb1g	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_059_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_059_diagnosis-SNP6	LAM_059_diagnosis
pgxcs-kftwyb2g	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_060_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_060_diagnosis-SNP6	LAM_060_diagnosis
pgxcs-kftwyb3e	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_061_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_061_diagnosis-SNP6	LAM_061_diagnosis
pgxcs-kftwyb4d	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_062_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_062_diagnosis-SNP6	LAM_062_diagnosis
pgxcs-kftwyb5c	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_063_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_063_diagnosis-SNP6	LAM_063_diagnosis
pgxcs-kftwyb6b	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_064_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_064_diagnosis-SNP6	LAM_064_diagnosis
pgxcs-kftwyb79	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_065_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_065_diagnosis-SNP6	LAM_065_diagnosis
pgxcs-kftwyb88	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_066_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_066_diagnosis-SNP6	LAM_066_diagnosis
pgxcs-kftwyb97	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_067_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_067_diagnosis-SNP6	LAM_067_diagnosis
pgxcs-kftwyba6	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_068_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_068_diagnosis-SNP6	LAM_068_diagnosis
pgxcs-kftwybb4	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_069_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_069_diagnosis-SNP6	LAM_069_diagnosis
pgxcs-kftwybc4	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_070_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_070_diagnosis-SNP6	LAM_070_diagnosis
pgxcs-kftwybd2	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_071_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_071_diagnosis-SNP6	LAM_071_diagnosis
pgxcs-kftwybe1	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_072_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_072_diagnosis-SNP6	LAM_072_diagnosis
pgxcs-kftwybf0	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_073_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_073_diagnosis-SNP6	LAM_073_diagnosis
pgxcs-kftwybfy	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_074_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_074_diagnosis-SNP6	LAM_074_diagnosis
pgxcs-kftwybgx	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_075_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_075_diagnosis-SNP6	LAM_075_diagnosis
pgxcs-kftwybhw	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_076_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_076_diagnosis-SNP6	LAM_076_diagnosis
pgxcs-kftwybiu	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_077_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_077_diagnosis-SNP6	LAM_077_diagnosis
pgxcs-kftwybjt	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_078_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_078_diagnosis-SNP6	LAM_078_diagnosis
pgxcs-kftwybkr	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_079_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_079_diagnosis-SNP6	LAM_079_diagnosis
pgxcs-kftwyblq	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_080_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_080_diagnosis-SNP6	LAM_080_diagnosis
pgxcs-kftwybmo	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_081_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_081_diagnosis-SNP6	LAM_081_diagnosis
pgxcs-kftwybnn	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_082_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_082_diagnosis-SNP6	LAM_082_diagnosis
pgxcs-kftwybol	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_083_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_083_diagnosis-SNP6	LAM_083_diagnosis
pgxcs-kftwybpk	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_084_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_084_diagnosis-SNP6	LAM_084_diagnosis
pgxcs-kftwybqj	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_085_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_085_diagnosis-SNP6	LAM_085_diagnosis
pgxcs-kftwybri	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_086_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_086_diagnosis-SNP6	LAM_086_diagnosis
pgxcs-kftwybsh	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_087_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_087_diagnosis-SNP6	LAM_087_diagnosis
pgxcs-kftwybtf	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_088_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_088_diagnosis-SNP6	LAM_088_diagnosis
pgxcs-kftwybue	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_089_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_089_diagnosis-SNP6	LAM_089_diagnosis
pgxcs-kftwybvc	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_090_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_090_diagnosis-SNP6	LAM_090_diagnosis
pgxcs-kftwybwb	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_091_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_091_diagnosis-SNP6	LAM_091_diagnosis
pgxcs-kftwybx9	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_092_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_092_diagnosis-SNP6	LAM_092_diagnosis
pgxcs-kftwyby9	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_093_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_093_diagnosis-SNP6	LAM_093_diagnosis
pgxcs-kftwybz8	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_094_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_094_diagnosis-SNP6	LAM_094_diagnosis
pgxcs-kftwyc06	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_095_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_095_diagnosis-SNP6	LAM_095_diagnosis
pgxcs-kftwyc15	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_096_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_096_diagnosis-SNP6	LAM_096_diagnosis
pgxcs-kftwyc24	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_097_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_097_diagnosis-SNP6	LAM_097_diagnosis
pgxcs-kftwyc34	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_098_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_098_diagnosis-SNP6	LAM_098_diagnosis
pgxcs-kftwyc43	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_099_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_099_diagnosis-SNP6	LAM_099_diagnosis
pgxcs-kftwyc51	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_100_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_100_diagnosis-SNP6	LAM_100_diagnosis
pgxcs-kftwyc60	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_101_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_101_diagnosis-SNP6	LAM_101_diagnosis
pgxcs-kftwyc99	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_102_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_102_diagnosis-SNP6	LAM_102_diagnosis
pgxcs-kftwycaa	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_103_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_103_diagnosis-SNP6	LAM_103_diagnosis
pgxcs-kftwycba	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_104_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_104_diagnosis-SNP6	LAM_104_diagnosis
pgxcs-kftwycc9	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_105_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_105_diagnosis-SNP6	LAM_105_diagnosis
pgxcs-kftwycd7	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_106_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_106_diagnosis-SNP6	LAM_106_diagnosis
pgxcs-kftwyce7	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_107_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_107_diagnosis-SNP6	LAM_107_diagnosis
pgxcs-kftwycf6	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_108_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_108_diagnosis-SNP6	LAM_108_diagnosis
pgxcs-kftwycg5	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_109_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_109_diagnosis-SNP6	LAM_109_diagnosis
pgxcs-kftwych5	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_110_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_110_diagnosis-SNP6	LAM_110_diagnosis
pgxcs-kftwyci4	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_111_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_111_diagnosis-SNP6	LAM_111_diagnosis
pgxcs-kftwycj3	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_112_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_112_diagnosis-SNP6	LAM_112_diagnosis
pgxcs-kftwyck2	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_001_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_001_remission-SNP6	LAM_001_remission
pgxcs-kftwycl1	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_002_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_002_remission-SNP6	LAM_002_remission
pgxcs-kftwycm1	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_003_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_003_remission-SNP6	LAM_003_remission
pgxcs-kftwycn0	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_004_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_004_remission-SNP6	LAM_004_remission
pgxcs-kftwyco0	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_005_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_005_remission-SNP6	LAM_005_remission
pgxcs-kftwycoz	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_008_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_008_remission-SNP6	LAM_008_remission
pgxcs-kftwycpz	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_009_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_009_remission-SNP6	LAM_009_remission
pgxcs-kftwycqy	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_011_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_011_remission-SNP6	LAM_011_remission
pgxcs-kftwycrw	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_012_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_012_remission-SNP6	LAM_012_remission
pgxcs-kftwycsw	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_013_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_013_remission-SNP6	LAM_013_remission
pgxcs-kftwyctv	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_015_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_015_remission-SNP6	LAM_015_remission
pgxcs-kftwycuu	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_016_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_016_remission-SNP6	LAM_016_remission
pgxcs-kftwycvs	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_017_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_017_remission-SNP6	LAM_017_remission
pgxcs-kftwycws	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_018_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_018_remission-SNP6	LAM_018_remission
pgxcs-kftwycxq	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_019_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_019_remission-SNP6	LAM_019_remission
pgxcs-kftwycyp	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_020_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_020_remission-SNP6	LAM_020_remission
pgxcs-kftwyczo	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_021_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_021_remission-SNP6	LAM_021_remission
pgxcs-kftwyd0n	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_022_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_022_remission-SNP6	LAM_022_remission
pgxcs-kftwyd1l	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_023_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_023_remission-SNP6	LAM_023_remission
pgxcs-kftwyd2k	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_024_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_024_remission-SNP6	LAM_024_remission
pgxcs-kftwyd3j	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_025_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_025_remission-SNP6	LAM_025_remission
pgxcs-kftwyd4h	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_026_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_026_remission-SNP6	LAM_026_remission
pgxcs-kftwyd5f	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_027_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_027_remission-SNP6	LAM_027_remission
pgxcs-kftwyd6v	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_028_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_028_remission-SNP6	LAM_028_remission
pgxcs-kftwyd7t	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_029_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_029_remission-SNP6	LAM_029_remission
pgxcs-kftwyd8t	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_030_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_030_remission-SNP6	LAM_030_remission
pgxcs-kftwyd9r	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_031_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_031_remission-SNP6	LAM_031_remission
pgxcs-kftwydaq	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_032_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_032_remission-SNP6	LAM_032_remission
pgxcs-kftwydbo	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_033_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_033_remission-SNP6	LAM_033_remission
pgxcs-kftwydcn	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_034_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_034_remission-SNP6	LAM_034_remission
pgxcs-kftwyddl	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_035_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_035_remission-SNP6	LAM_035_remission
pgxcs-kftwydgu	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_036_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_036_remission-SNP6	LAM_036_remission
pgxcs-kftwydhv	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_037_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_037_remission-SNP6	LAM_037_remission
pgxcs-kftwydiu	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_038_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_038_remission-SNP6	LAM_038_remission
pgxcs-kftwydjt	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_039_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_039_remission-SNP6	LAM_039_remission
pgxcs-kftwydks	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_040_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_040_remission-SNP6	LAM_040_remission
pgxcs-kftwydlq	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_041_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_041_remission-SNP6	LAM_041_remission
pgxcs-kftwydmp	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_043_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_043_remission-SNP6	LAM_043_remission
pgxcs-kftwydno	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_044_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_044_remission-SNP6	LAM_044_remission
pgxcs-kftwydom	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_045_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_045_remission-SNP6	LAM_045_remission
pgxcs-kftwydpl	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_046_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_046_remission-SNP6	LAM_046_remission
pgxcs-kftwydqk	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_047_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_047_remission-SNP6	LAM_047_remission
pgxcs-kftwydri	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_048_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_048_remission-SNP6	LAM_048_remission
pgxcs-kftwydsh	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_049_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_049_remission-SNP6	LAM_049_remission
pgxcs-kftwydtf	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_050_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_050_remission-SNP6	LAM_050_remission
pgxcs-kftwydue	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_051_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_051_remission-SNP6	LAM_051_remission
pgxcs-kftwydvc	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_052_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_052_remission-SNP6	LAM_052_remission
pgxcs-kftwydwb	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_053_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_053_remission-SNP6	LAM_053_remission
pgxcs-kftwydx9	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_054_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_054_remission-SNP6	LAM_054_remission
pgxcs-kftwydy8	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_055_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_055_remission-SNP6	LAM_055_remission
pgxcs-kftwydz7	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_056_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_056_remission-SNP6	LAM_056_remission
pgxcs-kftwye06	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_057_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_057_remission-SNP6	LAM_057_remission
pgxcs-kftwye15	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_058_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_058_remission-SNP6	LAM_058_remission
pgxcs-kftwye24	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_059_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_059_remission-SNP6	LAM_059_remission
pgxcs-kftwye33	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_060_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_060_remission-SNP6	LAM_060_remission
pgxcs-kftwye41	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_061_remission-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_061_remission-SNP6	LAM_061_remission
